Image Path,Class
./2750/Industrial/Industrial_1653.jpg,Industrial
./2750/Industrial/Industrial_1814.jpg,Industrial
./2750/Industrial/Industrial_2222.jpg,Industrial
./2750/Industrial/Industrial_2045.jpg,Industrial
./2750/Industrial/Industrial_1857.jpg,Industrial
./2750/Industrial/Industrial_1731.jpg,Industrial
./2750/Industrial/Industrial_1986.jpg,Industrial
./2750/Industrial/Industrial_971.jpg,Industrial
./2750/Industrial/Industrial_2422.jpg,Industrial
./2750/Industrial/Industrial_1985.jpg,Industrial
./2750/Industrial/Industrial_1522.jpg,Industrial
./2750/Industrial/Industrial_1779.jpg,Industrial
./2750/Industrial/Industrial_2411.jpg,Industrial
./2750/Industrial/Industrial_972.jpg,Industrial
./2750/Industrial/Industrial_2337.jpg,Industrial
./2750/Residential/Residential_2056.jpg,Residential
./2750/Residential/Residential_1223.jpg,Residential
./2750/Residential/Residential_2185.jpg,Residential
./2750/Residential/Residential_2775.jpg,Residential
./2750/Residential/Residential_16.jpg,Residential
./2750/Residential/Residential_7.jpg,Residential
./2750/Residential/Residential_1705.jpg,Residential
./2750/Residential/Residential_2393.jpg,Residential
./2750/Residential/Residential_1702.jpg,Residential
./2750/Residential/Residential_1842.jpg,Residential
./2750/Residential/Residential_2816.jpg,Residential
./2750/Residential/Residential_33.jpg,Residential
./2750/Residential/Residential_1951.jpg,Residential
./2750/Residential/Residential_1946.jpg,Residential
./2750/Residential/Residential_2498.jpg,Residential
./2750/Residential/Residential_154.jpg,Residential
./2750/PermanentCrop/PermanentCrop_1726.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1885.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_441.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1175.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1607.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1073.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1630.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1411.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_350.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1147.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_357.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_289.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1480.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_1381.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_2289.jpg,PermanentCrop
./2750/PermanentCrop/PermanentCrop_200.jpg,PermanentCrop
./2750/Pasture/Pasture_1899.jpg,Pasture
./2750/Pasture/Pasture_861.jpg,Pasture
./2750/Pasture/Pasture_1248.jpg,Pasture
./2750/Pasture/Pasture_1889.jpg,Pasture
./2750/Pasture/Pasture_1019.jpg,Pasture
./2750/Pasture/Pasture_506.jpg,Pasture
./2750/Pasture/Pasture_1133.jpg,Pasture
./2750/Pasture/Pasture_1196.jpg,Pasture
./2750/Pasture/Pasture_917.jpg,Pasture
./2750/Pasture/Pasture_1708.jpg,Pasture
./2750/Pasture/Pasture_1846.jpg,Pasture
./2750/Pasture/Pasture_1394.jpg,Pasture
./2750/Pasture/Pasture_923.jpg,Pasture
./2750/Pasture/Pasture_1100.jpg,Pasture
./2750/Pasture/Pasture_1727.jpg,Pasture
./2750/Pasture/Pasture_1578.jpg,Pasture
